ATP,Tournament_Int,Date,Series_Int,Court_Int,Surface_Int,Round_Int,Best_of,Winner,Player1,Player2,Player1_Rank,Player2_Rank,Player1_Odds,Player2_Odds,Player1_Implied_Prob,Player2_Implied_Prob,Player1_Encoded,Player2_Encoded,Winner_Encoded
1,1.2757,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,ThompsonJ.,YmerE.,ThompsonJ.,5.081404364984463,4.382026634673881,1.5040773967762742,0.8285518175661483,0.2857,0.7752,484,440,0
1,1.2757,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,MahutN.,MahutN.,RobertS.,3.6888794541139363,4.007333185232471,0.9321640810304452,1.2325602611778486,0.6494,0.4115,285,382,1
1,1.2757,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,FerrerD.,TomicB.,FerrerD.,3.295836866004329,3.091042453358316,1.0188473201992472,1.1019400787607843,0.565,0.4975,445,135,0
1,1.2757,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,EdmundK.,EdmundK.,EscobedoE.,3.828641396489095,4.955827057601261,0.8628899551470398,1.3887912413184778,0.7299,0.3322,125,127,1
1,1.2757,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,DimitrovG.,JohnsonS.,DimitrovG.,3.5263605246161616,2.8903717578961645,1.3480731482996928,0.8796267475025636,0.3509,0.7092,216,109,0
1,1.2757,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,DonaldsonJ.,DonaldsonJ.,MullerG.,4.663439094112067,3.5553480614894135,1.2919836816486494,0.9042181506398858,0.3788,0.6803,117,318,1
1,1.2757,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,GrothS.,HerbertP.H.,GrothS.,4.3694478524670215,5.198497031265826,0.9593502213346021,1.184789984909162,0.6211,0.4405,198,178,0
1,1.2757,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,PouilleL.,PouilleL.,SimonG.,2.772588722239781,3.258096538021482,1.0402767116551463,1.0784095813505903,0.5464,0.5155,366,410,1
1,1.2757,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,TroickiV.,NishiokaY.,TroickiV.,4.61512051684126,3.4011973816621555,1.2725655957915476,0.9122827104766164,0.3891,0.6711,339,446,0
1,1.2757,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,SchwartzmanD.,SchwartzmanD.,QuerreyS.,3.970291913552122,3.4657359027997265,1.1568811967920856,0.9783261227936078,0.4587,0.6024,406,365,1
1,1.2757,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,ZverevM.,DeMinaurA.,ZverevM.,5.863631175598097,3.9512437185814275,1.308332819650179,0.8960880245566357,0.3704,0.6897,97,494,0
1,1.2757,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,NadalR.,NadalR.,DolgopolovO.,2.302585092994046,4.143134726391533,0.7608058290337599,1.8468787684491346,0.8772,0.1873,329,114,1
1,1.2757,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,NishikoriK.,DonaldsonJ.,NishikoriK.,4.663439094112067,1.791759469228055,1.9974177062012453,0.7466879474879753,0.157,0.9009,117,331,0
1,1.2757,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,ThompsonJ.,ThompsonJ.,FerrerD.,4.382026634673881,3.091042453358316,1.6974487897568136,0.7884573603642703,0.2242,0.8333,442,135,1
1,1.2757,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,EdmundK.,PouilleL.,EdmundK.,2.772588722239781,3.828641396489095,0.9202827531436925,1.2556160374777743,0.6623,0.3984,366,122,0
1,1.2757,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,WawrinkaS.,WawrinkaS.,TroickiV.,1.6094379124341003,3.4011973816621555,0.8372475245337022,1.4793292270870801,0.7634,0.295,476,446,1
1,1.2757,2017-01-05,2.9693,3.6494,4.4983,5.2511,3,DimitrovG.,MahutN.,DimitrovG.,3.6888794541139363,2.8903717578961645,1.6845453849209058,0.7884573603642703,0.2278,0.8333,285,109,0
1,1.2757,2017-01-05,2.9693,3.6494,4.4983,5.2511,3,ThiemD.,ThiemD.,GrothS.,2.1972245773362196,5.198497031265826,0.7884573603642703,1.6863989535702288,0.8333,0.2273,440,178,1
1,1.2757,2017-01-05,2.9693,3.6494,4.4983,5.2511,3,RaonicM.,SchwartzmanD.,RaonicM.,3.970291913552122,1.3862943611198906,1.8961194845522977,0.7561219797213337,0.1767,0.885,406,375,0
1,1.2757,2017-01-05,2.9693,3.6494,4.4983,5.2511,3,NadalR.,NadalR.,ZverevM.,2.302585092994046,3.9512437185814275,0.7466879474879753,1.9685099809725544,0.9009,0.1623,329,494,1
1,1.2757,2017-01-06,2.9693,3.6494,4.4983,5.6489,3,WawrinkaS.,EdmundK.,WawrinkaS.,3.828641396489095,1.6094379124341003,1.4996230464268938,0.8329091229351039,0.2874,0.7692,125,472,0
1,1.2757,2017-01-06,2.9693,3.6494,4.4983,5.6489,3,NishikoriK.,NishikoriK.,ThompsonJ.,1.791759469228055,4.382026634673881,0.7654678421395714,1.8748743759385615,0.8696,0.1812,338,440,1
1,1.2757,2017-01-06,2.9693,3.6494,4.4983,5.6489,3,DimitrovG.,ThiemD.,DimitrovG.,2.1972245773362196,2.8903717578961645,1.1505720275988207,0.9858167945227652,0.463,0.5952,440,109,0
1,1.2757,2017-01-06,2.9693,3.6494,4.4983,5.6489,3,RaonicM.,RaonicM.,NadalR.,1.3862943611198906,2.302585092994046,1.2237754316221157,0.9400072584914712,0.4167,0.641,377,322,1
1,1.2757,2017-01-07,2.9693,3.6494,4.4983,5.2101,3,NishikoriK.,WawrinkaS.,NishikoriK.,1.6094379124341003,1.791759469228055,1.1939224684724346,0.9593502213346021,0.4348,0.6211,476,331,0
1,1.2757,2017-01-07,2.9693,3.6494,4.4983,5.2101,3,DimitrovG.,DimitrovG.,RaonicM.,2.8903717578961645,1.3862943611198906,1.308332819650179,0.8960880245566357,0.3704,0.6897,110,375,1
1,1.2757,2017-01-08,2.9693,3.6494,4.4983,5.3011,3,DimitrovG.,NishikoriK.,DimitrovG.,1.791759469228055,2.8903717578961645,0.9082585601768908,1.2947271675944,0.6757,0.3774,338,109,0
2,1.5486,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,DarcisS.,DarcisS.,MekticN.,4.465908118654584,5.805134968916488,0.8020015854720274,1.6213664832993742,0.813,0.2463,92,294,1
2,1.5486,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,SelaD.,DzumhurD.,SelaD.,4.356708826689592,4.574710978503383,1.0188473201992472,1.1052568313867783,0.565,0.495,123,401,0
2,1.5486,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,MedvedevD.,MedvedevD.,MonteiroT.,4.605170185988092,4.418840607796598,0.7929925155296614,1.667706820558076,0.8264,0.2326,303,314,1
2,1.5486,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,KovalikJ.,EliasG.,KovalikJ.,4.406719247264253,4.770684624465665,1.2669476034873244,0.9162907318741551,0.3922,0.6667,129,233,0
2,1.5486,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,ChungH.,ChungH.,CoricB.,4.653960350157523,3.8918202981106265,1.007957920399979,1.1184149159642893,0.5747,0.4854,77,83,1
2,1.5486,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,OlivoR.,RuudC.,OlivoR.,5.420534999272286,4.430816798843313,1.0715836162801904,1.0473189942805592,0.5208,0.5405,395,341,0
2,1.5486,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,BedeneA.,BedeneA.,GarciaLopezG.,4.624972813284271,4.2626798770413155,0.9895411936137477,1.1410330045520618,0.5917,0.4695,39,149,1
2,1.5486,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,LuY.H.,AlbotR.,LuY.H.,4.584967478670572,4.174387269895637,1.5432981099295553,0.8153648132841944,0.2717,0.7937,3,268,0
2,1.5486,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,PaireB.,PaireB.,KravchukK.,3.871201010907891,4.454347296253507,0.9162907318741551,1.264126727145683,0.6667,0.3937,353,237,1
2,1.5486,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,BhambriY.,RamanathanR.,BhambriY.,5.429345628954441,6.163314804034641,1.3217558399823195,0.8919980393051105,0.3636,0.6944,373,45,0
2,1.5486,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,DutraSilvaR.,DutraSilvaR.,LajovicD.,6.089044875446846,4.543294782270004,1.3787660946990992,0.8671004876833833,0.3367,0.7246,122,254,1
2,1.5486,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,YouzhnyM.,MyneniS.,YouzhnyM.,5.262690188904886,4.060443010546419,1.3532545070416904,0.8754687373538999,0.3484,0.7143,328,483,0
2,1.5486,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,MedvedevD.,MedvedevD.,LuY.H.,4.605170185988092,4.174387269895637,1.2149127443642704,0.9439058989071285,0.4219,0.6369,303,268,1
2,1.5486,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,RamosVinolasA.,DarcisS.,RamosVinolasA.,4.465908118654584,3.332204510175204,1.0818051703517284,1.0367368849500223,0.5128,0.5495,92,374,0
2,1.5486,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,KovalikJ.,KovalikJ.,CilicM.,4.770684624465665,1.9459101490553132,2.066862759472976,0.7371640659767196,0.1449,0.9174,241,77,1
2,1.5486,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,SelaD.,ChungH.,SelaD.,4.653960350157523,4.574710978503383,0.8919980393051105,1.3137236682850553,0.6944,0.3676,77,401,0
2,1.5486,2017-01-05,2.9693,3.6494,4.4983,5.2511,3,YouzhnyM.,YouzhnyM.,OlivoR.,4.060443010546419,4.430816798843313,0.8415671856782188,1.4724720573609429,0.7576,0.2976,487,341,1
2,1.5486,2017-01-05,2.9693,3.6494,4.4983,5.2511,3,BautistaAgutR.,DutraSilvaR.,BautistaAgutR.,6.089044875446846,2.70805020110221,1.969905654611529,0.7514160886839212,0.1621,0.8929,122,29,0
2,1.5486,2017-01-05,2.9693,3.6494,4.4983,5.2511,3,PaireB.,PaireB.,BhambriY.,3.871201010907891,6.163314804034641,0.9082585601768908,1.2809338454620642,0.6757,0.3846,353,45,1
2,1.5486,2017-01-05,2.9693,3.6494,4.4983,5.2511,3,BedeneA.,KlizanM.,BedeneA.,3.58351893845611,4.624972813284271,1.205970806988609,0.9477893989335261,0.4274,0.6329,234,34,0
2,1.5486,2017-01-06,2.9693,3.6494,4.4983,5.6489,3,MedvedevD.,MedvedevD.,KovalikJ.,4.605170185988092,4.770684624465665,0.8796267475025636,1.3506671834767394,0.7092,0.3497,303,233,1
2,1.5486,2017-01-06,2.9693,3.6494,4.4983,5.6489,3,SelaD.,RamosVinolasA.,SelaD.,3.332204510175204,4.574710978503383,0.9042181506398858,1.2892326482767593,0.6803,0.3802,376,401,0
2,1.5486,2017-01-06,2.9693,3.6494,4.4983,5.6489,3,PaireB.,PaireB.,BedeneA.,3.871201010907891,4.624972813284271,0.9783261227936078,1.1600209167967532,0.6024,0.4566,353,34,1
2,1.5486,2017-01-06,2.9693,3.6494,4.4983,5.6489,3,BautistaAgutR.,YouzhnyM.,BautistaAgutR.,4.060443010546419,2.70805020110221,1.597365331199831,0.8064758658669485,0.2538,0.8065,487,29,0
2,1.5486,2017-01-07,2.9693,3.6494,4.4983,5.2101,3,MedvedevD.,MedvedevD.,SelaD.,4.605170185988092,4.574710978503383,0.9707789171582247,1.172482137234565,0.6098,0.4484,303,401,1
2,1.5486,2017-01-07,2.9693,3.6494,4.4983,5.2101,3,BautistaAgutR.,PaireB.,BautistaAgutR.,3.871201010907891,2.70805020110221,1.3110318766193438,0.8960880245566357,0.369,0.6897,353,29,0
2,1.5486,2017-01-08,2.9693,3.6494,4.4983,5.3011,3,BautistaAgutR.,BautistaAgutR.,MedvedevD.,2.70805020110221,4.605170185988092,0.8285518175661483,1.5303947050936475,0.7752,0.2762,34,292,1
3,1.9727,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,BrownD.,BagnisF.,BrownD.,4.04305126783455,4.290459441148391,1.410986973710262,0.8586616190375188,0.3226,0.7353,24,58,0
3,1.9727,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,VeselyJ.,VeselyJ.,YukselA.,4.02535169073515,6.230481447578482,0.7275486072772779,2.258633205464863,0.9346,0.1167,468,484,1
3,1.9727,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,AlmagroN.,LorenziP.,AlmagroN.,3.713572066704308,3.8066624897703196,1.144222799920162,0.9858167945227652,0.4673,0.5952,280,4,0
3,1.9727,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,DjokovicN.,DjokovicN.,StruffJ.L.,1.0986122886681098,4.1588830833596715,0.7080357930536961,2.6004649904222727,0.9709,0.0802,112,431,1
3,1.9727,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,ZeballosH.,MayerF.,ZeballosH.,3.9318256327243257,4.276666119016055,0.928219302739429,1.244154593958768,0.6536,0.4049,297,487,0
3,1.9727,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,GoffinD.,GoffinD.,HaaseR.,2.4849066497880004,4.0943445622221,0.7654678421395714,1.843719208158766,0.8696,0.188,164,184,1
3,1.9727,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,StepanekR.,BaghdatisM.,StepanekR.,3.6109179126442243,4.68213122712422,0.9745596399981308,1.1568811967920856,0.6061,0.4587,23,429,0
3,1.9727,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,DeGreefA.,DeGreefA.,SafwatM.,4.90527477843843,5.298317366548036,1.208960345836975,0.9400072584914712,0.4255,0.641,96,395,1
3,1.9727,2017-01-02,2.9693,3.6494,4.4983,5.1257,3,VerdascoF.,PospisilV.,VerdascoF.,4.897839799950911,3.7612001156935624,1.091923300517313,1.0296194171811581,0.5051,0.5556,365,462,0
3,1.9727,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,KhachanovK.,KhachanovK.,ZayidM.S.,3.9889840465642745,7.15305163493748,0.6981347220709843,3.088311454847084,0.9901,0.0478,226,486,1
3,1.9727,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,KohlschreiberP.,JaziriM.,KohlschreiberP.,4.07753744390572,3.4965075614664802,1.3609765531356006,0.8712933659434192,0.3448,0.7194,213,228,0
3,1.9727,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,MelzerG.,MelzerG.,MathieuP.H.,4.23410650459726,4.30406509320417,1.1474024528375417,0.9858167945227652,0.4651,0.5952,306,284,1
3,1.9727,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,TsongaJ.W.,KuznetsovAn.,TsongaJ.W.,3.8501476017100584,2.5649493574615367,1.5040773967762742,0.8285518175661483,0.2857,0.7752,257,449,0
3,1.9727,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,KarlovicI.,KarlovicI.,MarchenkoI.,3.044522437723423,4.31748811353631,0.8796267475025636,1.3402504226184837,0.7092,0.3546,222,276,1
3,1.9727,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,MurrayA.,ChardyJ.,MurrayA.,4.248495242049359,0.6931471805599453,2.547098670044448,0.712949807856125,0.085,0.9615,73,321,0
3,1.9727,2017-01-03,2.9693,3.6494,4.4983,5.1257,3,BerdychT.,BerdychT.,GiannessiA.,2.3978952727983707,4.859812404361672,0.7275486072772779,2.2082744135228043,0.9346,0.1235,44,155,1
3,1.9727,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,AlmagroN.,KohlschreiberP.,AlmagroN.,3.4965075614664802,3.8066624897703196,0.9321640810304452,1.2325602611778486,0.6494,0.4115,237,4,0
3,1.9727,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,VerdascoF.,VerdascoF.,GoffinD.,3.7612001156935624,2.4849066497880004,1.4469189829363254,0.8458682675776092,0.3077,0.7519,467,163,1
3,1.9727,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,StepanekR.,DeGreefA.,StepanekR.,4.90527477843843,4.68213122712422,1.6074359097634274,0.8064758658669485,0.2506,0.8065,96,429,0
3,1.9727,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,BerdychT.,BerdychT.,VeselyJ.,2.3978952727983707,4.02535169073515,0.8329091229351039,1.4906543764441333,0.7692,0.2907,44,463,1
3,1.9727,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,DjokovicN.,ZeballosH.,DjokovicN.,4.276666119016055,1.0986122886681098,2.851861903134289,0.7030975114131134,0.0613,0.9804,489,112,0
3,1.9727,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,MurrayA.,MurrayA.,MelzerG.,0.6931471805599453,4.23410650459726,0.6981347220709843,2.9036169846461855,0.9901,0.058,327,296,1
3,1.9727,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,KarlovicI.,KhachanovK.,KarlovicI.,3.9889840465642745,3.044522437723423,1.1786549963416462,0.9631743177730056,0.4444,0.6173,226,217,0
3,1.9727,2017-01-04,2.9693,3.6494,4.4983,5.2511,3,TsongaJ.W.,TsongaJ.W.,BrownD.,2.5649493574615367,4.290459441148391,0.7747271675523681,1.7715567619105355,0.8547,0.2049,455,58,1
3,1.9727,2017-01-05,2.9693,3.6494,4.4983,5.6489,3,VerdascoF.,KarlovicI.,VerdascoF.,3.044522437723423,3.7612001156935624,1.1052568313867783,1.0188473201992472,0.495,0.565,222,462,0
3,1.9727,2017-01-05,2.9693,3.6494,4.4983,5.6489,3,DjokovicN.,DjokovicN.,StepanekR.,1.0986122886681098,4.68213122712422,0.7030975114131134,2.7887081041196646,0.9804,0.0655,112,429,1
3,1.9727,2017-01-05,2.9693,3.6494,4.4983,5.6489,3,MurrayA.,AlmagroN.,MurrayA.,3.8066624897703196,0.6931471805599453,2.4475508632442313,0.7178397931503168,0.0947,0.9524,5,321,0
3,1.9727,2017-01-05,2.9693,3.6494,4.4983,5.6489,3,BerdychT.,BerdychT.,TsongaJ.W.,2.3978952727983707,2.5649493574615367,1.169381359556317,0.9707789171582247,0.4505,0.6098,44,449,1
3,1.9727,2017-01-06,2.9693,3.6494,4.4983,5.2101,3,DjokovicN.,VerdascoF.,DjokovicN.,3.7612001156935624,1.0986122886681098,2.1482677326096886,0.7371640659767196,0.1321,0.9174,467,112,0
3,1.9727,2017-01-06,2.9693,3.6494,4.4983,5.2101,3,MurrayA.,MurrayA.,BerdychT.,0.6931471805599453,2.3978952727983707,0.7608058290337599,1.864080130807681,0.8772,0.1835,327,41,1
3,1.9727,2017-01-07,2.9693,3.6494,4.4983,5.3011,3,DjokovicN.,MurrayA.,DjokovicN.,0.6931471805599453,1.0986122886681098,0.9783261227936078,1.1662709371419244,0.6024,0.4525,327,112,0
4,1.7837,2017-01-08,2.9693,3.6494,4.4983,5.1257,3,JohnsonS.,JohnsonS.,RobertS.,3.5263605246161616,3.9889840465642745,0.8458682675776092,1.4445632692438664,0.7519,0.3086,216,382,1
4,1.7837,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,HaaseR.,TearneyF.,HaaseR.,6.104793232414985,4.07753744390572,1.8718021769015913,0.7608058290337599,0.1818,0.8772,438,184,0
4,1.7837,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,VeselyJ.,VeselyJ.,ZeballosH.,4.007333185232471,4.248495242049359,0.8796267475025636,1.3402504226184837,0.7092,0.3546,468,487,1
4,1.7837,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,JaziriM.,SchwartzmanD.,JaziriM.,3.970291913552122,4.04305126783455,0.9122827104766164,1.269760544863939,0.6711,0.3906,406,210,0
4,1.7837,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,LopezF.,LopezF.,VenusM.,3.367295829986474,6.943122422819428,0.712949807856125,2.4612967841488667,0.9615,0.0933,278,461,1
4,1.7837,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,BrownD.,MmohM.,BrownD.,5.278114659230517,4.2626798770413155,1.0612565021243408,1.0612565021243408,0.5291,0.5291,317,58,0
4,1.7837,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,KleinB.,KleinB.,BagnisF.,5.783825182329737,4.02535169073515,1.1052568313867783,1.0152306797290584,0.495,0.5682,233,18,1
4,1.7837,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,HarrisonR.,GarciaLopezG.,HarrisonR.,4.31748811353631,4.499809670330265,1.3217558399823195,0.887891257352457,0.3636,0.6993,151,193,0
4,1.7837,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,SousaJ.,SousaJ.,RamosVinolasA.,3.8066624897703196,3.295836866004329,1.144222799920162,0.9858167945227652,0.4673,0.5952,427,374,1
4,1.7837,2017-01-10,2.9693,3.6494,4.4983,5.1257,3,LuY.H.,KhachanovK.,LuY.H.,3.9512437185814275,4.127134385045092,1.0152306797290584,1.1085626195212777,0.5682,0.4926,226,268,0
4,1.7837,2017-01-10,2.9693,3.6494,4.4983,5.1257,3,BaghdatisM.,BaghdatisM.,MannarinoA.,3.6109179126442243,4.110873864173311,1.169381359556317,0.9707789171582247,0.4505,0.6098,23,274,1
4,1.7837,2017-01-10,2.9693,3.6494,4.4983,5.1257,3,ChardyJ.,SitakA.,ChardyJ.,3.9318256327243257,4.276666119016055,2.298577071596507,0.7227059828014898,0.1116,0.9434,420,72,0
4,1.7837,2017-01-10,2.9693,3.6494,4.4983,5.2511,3,HaaseR.,HaaseR.,FerrerD.,4.07753744390572,3.091042453358316,1.6331544390514163,0.8020015854720274,0.2427,0.813,186,135,1
4,1.7837,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,SousaJ.,KleinB.,SousaJ.,5.783825182329737,3.8066624897703196,1.556037135706985,0.8153648132841944,0.2674,0.7937,233,421,0
4,1.7837,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,JohnsonS.,JohnsonS.,LuY.H.,3.5263605246161616,4.127134385045092,1.0152306797290584,1.1085626195212777,0.5682,0.4926,216,268,1
4,1.7837,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,IsnerJ.,JaziriM.,IsnerJ.,4.04305126783455,2.995732273553991,1.665818245870208,0.7929925155296614,0.2331,0.8264,213,203,0
4,1.7837,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,VeselyJ.,VeselyJ.,StathamJ.,4.007333185232471,6.075346031088684,0.7178397931503168,2.423031246069913,0.9524,0.0973,468,426,1
4,1.7837,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,BaghdatisM.,BrownD.,BaghdatisM.,4.2626798770413155,3.6109179126442243,1.2947271675944,0.9082585601768908,0.3774,0.6757,60,17,0
4,1.7837,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,ChardyJ.,ChardyJ.,LopezF.,4.276666119016055,3.367295829986474,1.1410330045520618,0.9932517730102834,0.4695,0.5882,73,265,1
4,1.7837,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,SockJ.,HarrisonR.,SockJ.,4.499809670330265,3.1780538303479458,1.3506671834767394,0.8754687373538999,0.3497,0.7143,195,416,0
4,1.7837,2017-01-11,2.9693,3.6494,4.4983,5.6489,3,SousaJ.,SousaJ.,HaaseR.,3.8066624897703196,4.07753744390572,0.9707789171582247,1.1755733298042381,0.6098,0.4464,427,184,1
4,1.7837,2017-01-12,2.9693,3.6494,4.4983,5.6489,3,JohnsonS.,IsnerJ.,JohnsonS.,2.995732273553991,3.5263605246161616,0.9593502213346021,1.1939224684724346,0.6211,0.4348,207,212,0
4,1.7837,2017-01-12,2.9693,3.6494,4.4983,5.6489,3,BaghdatisM.,BaghdatisM.,VeselyJ.,3.6109179126442243,4.007333185232471,0.9932517730102834,1.1410330045520618,0.5882,0.4695,23,463,1
4,1.7837,2017-01-12,2.9693,3.6494,4.4983,5.6489,3,SockJ.,ChardyJ.,SockJ.,4.276666119016055,3.1780538303479458,1.3962446919730587,0.8628899551470398,0.3289,0.7299,73,416,0
4,1.7837,2017-01-13,2.9693,3.6494,4.4983,5.2101,3,SousaJ.,SousaJ.,BaghdatisM.,3.8066624897703196,3.6109179126442243,1.128171090909654,1.0043016091968684,0.4785,0.578,427,17,1
4,1.7837,2017-01-13,2.9693,3.6494,4.4983,5.2101,3,SockJ.,JohnsonS.,SockJ.,3.5263605246161616,3.1780538303479458,1.2237754316221157,0.9400072584914712,0.4167,0.641,216,416,0
4,1.7837,2017-01-14,2.9693,3.6494,4.4983,5.3011,3,SockJ.,SockJ.,SousaJ.,3.1780538303479458,3.8066624897703196,0.8754687373538999,1.3686394258811698,0.7143,0.3413,425,421,1
5,1.6127,2017-01-08,2.9693,3.6494,4.4983,5.1257,3,MahutN.,BellucciT.,MahutN.,4.143134726391533,3.6635616461296463,1.1600209167967532,0.9745596399981308,0.4566,0.6061,40,271,0
5,1.6127,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,BartonM.,BartonM.,EdmundK.,5.293304824724492,3.828641396489095,1.5195132049061133,0.8241754429663495,0.2801,0.7813,31,122,1
5,1.6127,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,EvansD.,MonteiroT.,EvansD.,4.430816798843313,4.219507705176107,1.3297240096314962,0.887891257352457,0.3597,0.6993,321,130,0
5,1.6127,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,EliasG.,EliasG.,OConnellC.,4.406719247264253,5.476463551931511,0.9669838461896731,1.1786549963416462,0.6135,0.4444,129,336,1
5,1.6127,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,LorenziP.,MayerF.,LorenziP.,3.912023005428146,3.7376696182833684,1.0116009116784799,1.1151415906193203,0.5714,0.4878,297,267,0
5,1.6127,2017-01-09,2.9693,3.6494,4.4983,5.1257,3,KohlschreiberP.,KohlschreiberP.,FogniniF.,3.4965075614664802,3.871201010907891,0.9477893989335261,1.199964782928397,0.6329,0.431,237,140,1
5,1.6127,2017-01-10,2.9693,3.6494,4.4983,5.1257,3,DeMinaurA.,PaireB.,DeMinaurA.,3.8501476017100584,5.811140992976701,0.9321640810304452,1.2325602611778486,0.6494,0.4115,353,95,0
5,1.6127,2017-01-10,2.9693,3.6494,4.4983,5.1257,3,KuznetsovAn.,KuznetsovAn.,KlizanM.,3.8918202981106265,3.58351893845611,0.887891257352457,1.3217558399823195,0.6993,0.3636,257,227,1
5,1.6127,2017-01-10,2.9693,3.6494,4.4983,5.1257,3,ZverevM.,AlmagroN.,ZverevM.,3.784189633918261,3.9318256327243257,1.0784095813505903,1.0402767116551463,0.5155,0.5464,5,494,0
5,1.6127,2017-01-10,2.9693,3.6494,4.4983,5.1257,3,MullerG.,MullerG.,DolgopolovO.,3.5553480614894135,4.1588830833596715,0.9439058989071285,1.2149127443642704,0.6369,0.4219,324,114,1
5,1.6127,2017-01-10,2.9693,3.6494,4.4983,5.1257,3,GranollersM.,GiraldoS.,GranollersM.,4.51085950651685,3.6375861597263857,1.1786549963416462,0.9631743177730056,0.4444,0.6173,161,176,0
5,1.6127,2017-01-10,2.9693,3.6494,4.4983,5.1257,3,ThompsonJ.,ThompsonJ.,BasilashviliN.,4.330733340286331,4.553876891600541,0.9162907318741551,1.2612978709452054,0.6667,0.3953,442,28,1
5,1.6127,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,CuevasP.,MahutN.,CuevasP.,3.6635616461296463,3.1354942159291497,0.9707789171582247,1.172482137234565,0.6098,0.4484,285,85,0
5,1.6127,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,MullerG.,MullerG.,BartonM.,3.5553480614894135,5.293304824724492,0.8329091229351039,1.4883995840570443,0.7692,0.2915,324,26,1
5,1.6127,2017-01-11,2.9693,3.6494,4.4983,5.2511,3,CarrenoBustaP.,ZverevM.,CarrenoBustaP.,3.9318256327243257,3.4339872044851463,1.0402767116551463,1.0784095813505903,0.5464,0.5155,497,67,0
